drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,Alpha-1D adrenergic receptor,ADRA1D,partial agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,D(2) dopamine receptor,DRD2,agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,Alpha-2A adrenergic receptor,ADRA2A,partial agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,D(1A) dopamine receptor,DRD1,agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,5-hydroxytryptamine receptor 1A,HTR1A,agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,5-hydroxytryptamine receptor 1F,HTR1F,agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,5-hydroxytryptamine receptor 2C,HTR2C,agonist
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,5-hydroxytryptamine receptor 2B,HTR2B,
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,target,Alpha-2C adrenergic receptor,ADRA2C,
DB00696,Ergotamine,Take with or without food. The absorption is unaffected by food.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB00697,Tizanidine,Avoid alcohol.,enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB00697,Tizanidine,Avoid alcohol.,target,Alpha-1A adrenergic receptor,ADRA1A,agonist
DB00697,Tizanidine,Avoid alcohol.,target,Alpha-2A adrenergic receptor,ADRA2A,agonist
DB00697,Tizanidine,Avoid alcohol.,target,Nischarin,NISCH,agonist
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,enzyme,NADPH--cytochrome P450 reductase,POR,substrate
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,target,Probable pyruvate-flavodoxin oxidoreductase,ydbK,potentiator
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,target,Oxygen-insensitive NADPH nitroreductase,nfsA,potentiator
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,target,Small ribosomal subunit protein uS10,rpsJ,inhibitor
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,substrate
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,transporter,Bile salt export pump,ABCB11,substrate
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB00698,Nitrofurantoin,Take with food. Food decreases irritation and increases bioavailability.,transporter,ATP-binding cassette sub-family C member 2,ABCC2,
DB00700,Eplerenone,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,enzyme,"Cytochrome P450 11B2, mitochondrial",CYP11B2,inhibitor
DB00700,Eplerenone,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00700,Eplerenone,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB00700,Eplerenone,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,target,Mineralocorticoid receptor,NR3C2,antagonist
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 2B6,CYP2B6,inhibitor
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor, inducer"
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,target,Pol polyprotein,pol,inhibitor
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,target,Gag-Pol polyprotein,gag-pol,inhibitor
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inducer"
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,transporter,Multidrug resistance-associated protein 1,ABCC1,inhibitor
DB00701,Amprenavir,Avoid alcohol. Drug impairs alcohol metabolism.,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,target,Carbonic anhydrase 1,CA1,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,target,Carbonic anhydrase 4,CA4,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,target,Carbonic anhydrase 2,CA2,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,target,Carbonic anhydrase 7,CA7,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,target,Carbonic anhydrase 3,CA3,inhibitor
DB00703,Methazolamide,Drink plenty of fluids.,transporter,Solute carrier family 22 member 6,SLC22A6,inhibitor
DB00704,Naltrexone,Take with or without food. The absorption is unaffected by food.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,substrate
DB00704,Naltrexone,Take with or without food. The absorption is unaffected by food.,target,Mu-type opioid receptor,OPRM1,antagonist
DB00704,Naltrexone,Take with or without food. The absorption is unaffected by food.,target,Kappa-type opioid receptor,OPRK1,antagonist
DB00704,Naltrexone,Take with or without food. The absorption is unaffected by food.,target,Delta-type opioid receptor,OPRD1,antagonist
DB00704,Naltrexone,Take with or without food. The absorption is unaffected by food.,target,Sigma non-opioid intracellular receptor 1,SIGMAR1,antagonist
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 3A5,CYP3A5,inhibitor
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 3A7,CYP3A7,inhibitor
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,target,Reverse transcriptase/RNaseH,pol,inhibitor
DB00705,Delavirdine,Take with or without food. The absorption is unaffected by food.,target,Gag-Pol polyprotein,gag-pol,modulator
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,target,Alpha-1D adrenergic receptor,ADRA1D,antagonist
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,target,Alpha-1B adrenergic receptor,ADRA1B,antagonist
DB00706,Tamsulosin,Take after a meal. Take 30 minutes after the same meal each day to reduce plasma level variations.,carrier,Alpha-1-acid glycoprotein 1,ORM1,
DB00708,Sufentanil,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00708,Sufentanil,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.,target,Mu-type opioid receptor,OPRM1,agonist
DB00708,Sufentanil,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.,target,Delta-type opioid receptor,OPRD1,agonist
DB00708,Sufentanil,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.,target,Kappa-type opioid receptor,OPRK1,binder
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Deoxycytidine kinase,DCK,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,UMP-CMP kinase,CMPK1,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Phosphoglycerate kinase 1,PGK1,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Nucleoside diphosphate kinase A,NME1,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Nucleoside diphosphate kinase B,NME2,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Choline-phosphate cytidylyltransferase A,PCYT1A,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,Ethanolamine-phosphate cytidylyltransferase,PCYT2,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",enzyme,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",target,Reverse transcriptase/RNaseH,pol,inhibitor
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",target,Protein P,P,inhibitor
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",target,Gag-Pol polyprotein,gag-pol,modulator
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Multidrug resistance-associated protein 1,ABCC1,inhibitor
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Solute carrier family 22 member 6,SLC22A6,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Solute carrier family 22 member 1,SLC22A1,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Solute carrier family 22 member 2,SLC22A2,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,Solute carrier family 22 member 3,SLC22A3,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,ATP-binding cassette sub-family C member 4,ABCC4,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,ATP-binding cassette sub-family C member 3,ABCC3,substrate
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",transporter,ATP-binding cassette sub-family C member 2,ABCC2,
DB00709,Lamivudine,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent.",carrier,Albumin,ALB,
DB00710,Ibandronate,Take on an empty stomach.,target,Geranylgeranyl pyrophosphate synthase,GGPS1,inhibitor
DB00710,Ibandronate,Take on an empty stomach.,target,Farnesyl pyrophosphate synthase,FDPS,inhibitor
DB00711,Diethylcarbamazine,Take after a meal.,enzyme,Cholinesterase,BCHE,inhibitor
DB00711,Diethylcarbamazine,Take after a meal.,target,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,inhibitor
DB00711,Diethylcarbamazine,Take after a meal.,target,Prostaglandin G/H synthase 1,PTGS1,inhibitor
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,substrate
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,"substrate, inhibitor"
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,substrate
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,substrate
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,substrate
DB00712,Flurbiprofen,Avoid alcohol.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB00712,Flurbiprofen,Avoid alcohol.,target,Prostaglandin G/H synthase 2,PTGS2,inhibitor
DB00712,Flurbiprofen,Avoid alcohol.,target,Prostaglandin G/H synthase 1,PTGS1,inhibitor
DB00712,Flurbiprofen,Avoid alcohol.,transporter,ATP-binding cassette sub-family C member 4,ABCC4,inhibitor
DB00712,Flurbiprofen,Avoid alcohol.,transporter,Solute carrier family 22 member 6,SLC22A6,inhibitor
DB00712,Flurbiprofen,Avoid alcohol.,carrier,Albumin,ALB,other/unknown
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Catechol O-methyltransferase,COMT,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Sulfotransferase 1A1,SULT1A1,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Sulfotransferase 1A2,SULT1A2,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Sulfotransferase 1A3,SULT1A3,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Sulfotransferase 1E1,SULT1E1,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Sulfotransferase 1B1,SULT1B1,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Cytochrome P450 2B6,CYP2B6,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Cytochrome P450 2C8,CYP2C8,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Cytochrome P450 3A4,CYP3A4,
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,substrate
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,D(4) dopamine receptor,DRD4,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,D(2) dopamine receptor,DRD2,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,D(3) dopamine receptor,DRD3,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,D(1B) dopamine receptor,DRD5,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,D(1A) dopamine receptor,DRD1,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 2C,HTR2C,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,Alpha-2C adrenergic receptor,ADRA2C,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,Alpha-2B adrenergic receptor,ADRA2B,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 1A,HTR1A,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 2A,HTR2A,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 2B,HTR2B,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,Alpha-2A adrenergic receptor,ADRA2A,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 1D,HTR1D,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,target,5-hydroxytryptamine receptor 1B,HTR1B,agonist
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,transporter,Synaptic vesicular amine transporter,SLC18A2,inducer
DB00714,Apomorphine,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,carrier,Albumin,ALB,binder
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 2B6,CYP2B6,inhibitor
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 1A2,CYP1A2,"substrate, inhibitor"
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 2C19,CYP2C19,substrate
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB00715,Paroxetine,Avoid alcohol.,enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,Sodium-dependent serotonin transporter,SLC6A4,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,Sodium-dependent noradrenaline transporter,SLC6A2,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 2A,HTR2A,agonist
DB00715,Paroxetine,Avoid alcohol.,target,Alpha-1A adrenergic receptor,ADRA1A,binder
DB00715,Paroxetine,Avoid alcohol.,target,Alpha-2A adrenergic receptor,ADRA2A,binder
DB00715,Paroxetine,Avoid alcohol.,target,Beta-1 adrenergic receptor,ADRB1,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,D(2) dopamine receptor,DRD2,other/unknown
DB00715,Paroxetine,Avoid alcohol.,target,Histamine H1 receptor,HRH1,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,Muscarinic acetylcholine receptor M1,CHRM1,inhibitor
DB00715,Paroxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 2B,HTR2B,agonist
DB00715,Paroxetine,Avoid alcohol.,target,D(1A) dopamine receptor,DRD1,other/unknown
DB00715,Paroxetine,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Aldo-keto reductase family 1 member C4,AKR1C4,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Aldo-keto reductase family 1 member D1,AKR1D1,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 2C19,CYP2C19,"substrate, inducer"
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 2A6,CYP2A6,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,Progesterone receptor,PGR,agonist
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,Androgen receptor,AR,agonist
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,Glucocorticoid receptor,NR3C1,agonist
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",carrier,Albumin,ALB,substrate
DB00717,Norethisterone,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",carrier,Sex hormone-binding globulin,SHBG,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,enzyme,"Adenylate kinase 2, mitochondrial",AK2,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,enzyme,"Adenylate kinase 4, mitochondrial",AK4,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,enzyme,Nucleoside diphosphate kinase A,NME1,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,enzyme,Nucleoside diphosphate kinase B,NME2,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,target,Protein P,P,other
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,transporter,Solute carrier family 22 member 6,SLC22A6,"substrate, inhibitor"
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,transporter,ATP-binding cassette sub-family C member 4,ABCC4,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,transporter,ATP-binding cassette sub-family C member 5,ABCC5,substrate
DB00718,Adefovir dipivoxil,Take with or without food. The absorption is unaffected by food.,transporter,Solute carrier family 22 member 3,SLC22A3,substrate
DB00719,Azatadine,Avoid alcohol.,target,Histamine H1 receptor,HRH1,antagonist
DB00720,Clodronic acid,Take on an empty stomach. Co-administration with food may decrease absorption.,enzyme,Prostaglandin G/H synthase 2,PTGS2,inhibitor
DB00720,Clodronic acid,Take on an empty stomach. Co-administration with food may decrease absorption.,target,ADP/ATP translocase 1,SLC25A4,inhibitor
DB00720,Clodronic acid,Take on an empty stomach. Co-administration with food may decrease absorption.,target,ADP/ATP translocase 2,SLC25A5,inhibitor
DB00720,Clodronic acid,Take on an empty stomach. Co-administration with food may decrease absorption.,target,ADP/ATP translocase 3,SLC25A6,inhibitor
DB00722,Lisinopril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",target,Angiotensin-converting enzyme,ACE,inhibitor
DB00722,Lisinopril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",target,Renin,REN,inhibitor
DB00722,Lisinopril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",transporter,Solute carrier family 15 member 1,SLC15A1,"substrate, inhibitor"
DB00722,Lisinopril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",transporter,Solute carrier family 15 member 2,SLC15A2,substrate
DB00724,Imiquimod,Take with or without food.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00724,Imiquimod,Take with or without food.,target,Toll-like receptor 7,TLR7,agonist
DB00724,Imiquimod,Take with or without food.,target,Toll-like receptor 8,TLR8,agonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,enzyme,Cytochrome P450 2C19,CYP2C19,substrate
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Sodium-dependent serotonin transporter,SLC6A4,inhibitor
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Sodium-dependent noradrenaline transporter,SLC6A2,inhibitor
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Sodium-dependent dopamine transporter,SLC6A3,inhibitor
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 2A,HTR2A,agonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 1A,HTR1A,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Alpha-1B adrenergic receptor,ADRA1B,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,D(2) dopamine receptor,DRD2,other/unknown
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Alpha-2B adrenergic receptor,ADRA2B,other/unknown
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Histamine H1 receptor,HRH1,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 2C,HTR2C,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 3A,HTR3A,binder
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 1D,HTR1D,binder
