drugbank_id,name,cation_sensitive,vka,maoi,k_sparing,acid_dependent,food_interaction_texts
DB01168,Procarbazine,1,0,1,0,0,"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing). | Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB01171,Moclobemide,1,0,1,0,0,"Avoid excessive or chronic alcohol consumption. | Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread. | Take after a meal."
DB01174,Phenobarbital,1,0,0,0,0,Administer vitamin supplements. | Avoid alcohol. | Limit caffeine intake. | Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption.
DB01180,Rescinnamine,0,0,0,1,0,
DB01196,Estramustine,1,0,0,0,0,Avoid milk and dairy products. | Take on an empty stomach.
DB01197,Captopril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take separate from meals. The presence of food decreases absorption. Take one hour prior to meals."
DB01203,Nadolol,0,0,0,1,0,Avoid alcohol. | Avoid natural licorice. | Take with or without food. The absorption is unaffected by food.
DB01208,Sparfloxacin,1,0,0,0,0,
DB01223,Aminophylline,1,0,0,0,0,"Administer vitamin supplements. Aminophylline may reduce Vitamin B6 levels as an adverse effect. Consider supplementation. | Avoid excessive or chronic alcohol consumption. Ingesting a large amount of alcohol may reduce aminophylline clearance, therefore increasing its serum concentration. | Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of aminophylline. | Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of aminophylline. Therefore it may reduce the serum concentration and effectiveness of aminophylline. | Limit caffeine intake. Excessive caffeine intake with aminophylline may exacerbate caffiene-like side effects such as nausea, nervousness, irritability, insomnia and tremors. | Take with food. This may reduce gastric irritation. Aminophylline absorption is slower when taken with food."
DB01225,Enoxaparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01235,Levodopa,1,0,0,0,0,Avoid multivalent ions. Iron salts may reduce levodopa absorption. | Take with or without food. A diet high in protein may delay absorption and AUC of levodopa.
DB01240,Epoprostenol,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01247,Isocarboxazid,1,0,1,0,0,"Avoid alcohol. The official product labeling suggests avoiding the use of CNS depressants. | Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread. | Limit caffeine intake."
DB01255,Lisdexamfetamine,1,0,0,0,1,"Avoid antacids. Urinary excretion of lisdexamfetamine is elevated when the urine is more acidic. Antacids like sodium bicarbonate alkalinize the urine; therefore, they may reduce lisdexamfetamine elimination. | Limit foods and supplements high in vitamin C. Urinary excretion of lisdexamfetamine is elevated when the urine is more acidic. Vitamin C acidifies the urine and, therefore, may increase lisdexamfetamine elimination. | Take with or without food. Food prolongs Tmax by approximately one hour, but does not significantly affect drug exposure."
DB01263,Posaconazole,1,0,0,0,0,Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.
DB01284,Tetracosactide,0,0,0,1,0,
DB01285,Corticotropin,0,0,0,1,0,
DB01301,Rolitetracycline,1,0,0,0,0,Avoid milk and dairy products. Dairy products contain cations such as calcium which may interfere with the absorption of rolitetracycline.
DB01303,Oxtriphylline,0,0,0,0,1,Limit caffeine intake. | Take with food. Food reduces irritation.
DB01342,Forasartan,0,0,0,1,0,
DB01344,Tolevamer,1,0,0,0,0,Avoid multivalent ions. | Take on an empty stomach.
DB01347,Saprisartan,0,0,0,1,0,
DB01348,Spirapril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect."
DB01349,Tasosartan,0,0,0,1,0,
DB01367,Rasagiline,1,0,1,0,0,"Avoid St. John's Wort. Co-administration of rasagiline with this herb is contraindicated. | Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertensive reaction. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. | Take with or without food."
DB01377,Magnesium oxide,1,0,0,0,0,"Take with food. When using magnesium to treat calcium oxalate nephrolithiasis, magnesium oxide should be taken with food. | Take with or without food. Many different products contain magnesium oxide; refer to the product monograph for more specific instruction. Taking magnesium supplements with food may reduce the risk of diarrhea."
DB01381,Ginkgo biloba,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant/antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take with or without food. Food insignificantly decreases the rate of absorption."
DB01395,Drospirenone,0,0,0,1,0,Avoid St. John's Wort. | Take at the same time every day. | Take with or without food.
DB01405,Temafloxacin,1,0,0,0,0,
DB01418,Acenocoumarol,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Ensure consistent Vitamin K intake. Changes in vitamin K intake may impact coagulation. Foods containing vitamin K include spinach, kale, and swiss chard. | Exercise caution with St. John's Wort."
DB01580,Oxprenolol,0,0,0,1,0,Avoid alcohol. | Avoid natural licorice. | Take with or without food. The absorption is unaffected by food.
DB01583,Liotrix,1,0,0,0,1,Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. | Avoid grapefruit products. Grapefruit may delay the absorption of this medicaiton. | Avoid high-fiber foods. High-fiber foods may affect absorption. Separate medication administration by at least 1 hour. | Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours. | Avoid multivalent ions. Avoid iron and calcium containing products as well as antacids. | Take before a meal. Take 30-60 minutes before breakfast. | Take on an empty stomach.
DB01591,Solifenacin,0,0,0,1,0,Take with or without food.
DB01592,Iron,1,0,0,0,0,Take with or without food. Many different products contain iron; refer to the product monograph for more specific instruction. Taking iron with food may reduce gastric irritation.
DB01593,Zinc,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB01602,Bacampicillin,1,0,0,0,1,Take separate from antacids. Elevated gastric pH may reduce the bioavailability of bacampicillin. | Take with or without food. Food may reduce the bioavailability of bacampicillin.
DB01611,Hydroxychloroquine,1,0,0,0,0,Take with food. Take with a meal or glass of milk.
DB01626,Pargyline,1,0,1,0,0,"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB02659,Cholic Acid,1,0,0,0,1,Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids. | Take with food.
DB03604,Tiratricol,1,0,0,0,1,"Take at least 2 hours before or after calcium supplements. These drugs may interfere with the gastrointestinal absorption of tiratricol. | Take at least 2 hours before or after iron supplements. These drugs may interfere with the gastrointestinal absorption of tiratricol. | Take separate from antacids. These drugs may interfere with the gastrointestinal absorption of tiratricol. Take before or after tiratricol, more than 2 hours before or after if possible."
DB04017,Clorgiline,0,0,1,0,0,
DB04576,Fleroxacin,1,0,0,0,0,Avoid milk and dairy products. | Limit caffeine intake. | Take with a full glass of water. | Take with or without food.
DB04665,Coumarin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Ensure consistent Vitamin K intake."
DB04818,Iproniazid,0,0,1,0,0,
DB04820,Nialamide,0,0,1,0,0,
DB04861,Nebivolol,0,0,0,1,0,Avoid alcohol. | Take with or without food.
DB04898,Ximelagatran,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB04925,Desmoteplase,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB04932,Defibrotide,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB05084,Abaloparatide,1,0,0,0,0,"Administer vitamin supplements. If dietary intake is inadequate, patients should receive supplemental calcium and vitamin D. | Take at the same time every day. | Take with or without food."
DB05099,Ancrod,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB05229,Beraprost,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB05351,Dexlansoprazole,0,0,0,0,1,"Avoid St. John's Wort. It may induce the CYP3A4 metabolism of dexlansoprazole, possibly leading to reduced efficacy. | Take with or without food. Dexlansoprazole's dual delayed release formulation allows it to be taken without regard to food in contrast to other PPIs."
DB05488,Technetium Tc-99m ciprofloxacin,1,0,0,0,0,
DB06152,Nylidrin,0,0,0,1,0,Take with or without food. The absorption is unaffected by food.
DB06160,Garenoxacin,1,0,0,0,0,
DB06209,Prasugrel,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take with or without food."
DB06210,Eltrombopag,1,0,0,0,0,"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag. | Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating."
DB06228,Rivaroxaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. Co-administration will decrease levels of this medication. | Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose. | Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose."
DB06255,Incadronic acid,1,0,0,0,0,
DB06271,Sulodexide,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,Semuloparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06401,Bazedoxifene,1,0,0,0,0,"Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia. | Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium. | Take at the same time every day. | Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax."
DB06406,Idraparinux,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06410,Doxercalciferol,1,0,0,0,1,"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia."
DB06414,Etravirine,0,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration. | Avoid St. John's Wort. This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration. | Take after a meal. Take after meals. This increases the bioavailability of etravirine."
DB06441,Cangrelor,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06589,Pazopanib,1,0,0,0,1,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib. | Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of pazopanib. | Take on an empty stomach. Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability. | Take separate from antacids. Separate the administration of pazopanib and antacids by several hours."
DB06600,Nemonoxacin,1,0,0,0,0,
DB06605,Apixaban,1,1,0,0,0,"Avoid grapefruit products. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. St. John's Wort will decrease levels of this medication. | Take with or without food."
DB06635,Otamixaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06643,Denosumab,1,0,0,0,0,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia. | Administer vitamin supplements. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.
DB06654,Safinamide,1,0,1,0,0,"Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide. | Avoid St. John's Wort. This herb may increase the risk of serotonin syndrome, and therefore, concomitant use is contraindicated. | Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. | Take at the same time every day. | Take with or without food."
DB06679,Amediplase,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,Dabigatran etexilate,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. This herb induces PGP which may reduce the serum levels of dabigatran. | Take with a full glass of water. | Take with or without food."
DB06724,Calcium carbonate,1,0,0,0,0,"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
DB06736,Aceclofenac,0,0,0,1,0,Take with or without food.
DB06754,Danaparoid,1,1,0,0,0,"Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06771,Besifloxacin,1,0,0,0,0,
DB06779,Dalteparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06802,Nepafenac,0,0,0,1,0,
DB06822,Tinzaparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06824,Triethylenetetramine,1,0,0,0,0,"Avoid concomitant mineral supplements. Administer CUVRIOR at least 1 hour before or 2 hours after administration of other mineral supplements. | Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption. | Take on an empty stomach. Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food."
DB07278,GW-813893,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,Ferulic acid,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07919,Harmine,0,0,1,0,0,
DB08496,(R)-warfarin,1,1,0,0,0,"Avoid drastic dietary changes. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Ensure consistent Vitamin K intake. | Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin. | Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of R-warfarin."
DB08550,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",0,0,1,0,0,
DB08794,Ethyl biscoumacetate,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08807,Bopindolol,0,0,0,1,0,
DB08813,Nadroparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,Triflusal,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08816,Ticagrelor,1,1,0,0,0,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ticagrelor and may reduce its serum concentration. | Take with or without food."
DB08822,Azilsartan medoxomil,0,0,0,1,0,Take with or without food. Food does not affect the bioavailability.
DB08918,Levomilnacipran,1,1,0,0,0,"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug and increasing its serum concentration. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking herbs with antiplatelet or anticoagulant activity may increase the risk of bleeding. | Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor. Do not exceed a maximum levomilnacipran dose of 80mg daily when taking strong CYP3A4 inhibitors. | Exercise caution with St. John's Wort. Administering levomilnacipran with St. John's Wort may increase the risk of serotonin syndrome. | Take with or without food. Food does not affect drug absorption and exposure to a clinically significant extent."
DB08930,Dolutegravir,1,0,0,0,0,"Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food. | Avoid St. John's Wort. | Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir."
DB08931,Riociguat,1,0,0,0,1,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of riociguat and may reduce its serum concentration. | Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption. | Take with or without food.
DB08972,Flumequine,1,0,0,0,0,
DB08976,Floctafenine,1,1,0,0,0,"Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant effects may increase the risk of gastrointestinal bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take after a meal. Food reduces gastric irritation. | Take with a full glass of water."
DB08994,Ditazole,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09020,Bisacodyl,1,0,0,0,1,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk. | Take separate from antacids. Take at least 1 hour before or after antacids and milk.
DB09026,Aliskiren,0,0,0,1,0,Do not take with or immediately after a high-fat meal. The absorption of aliskiren is substantially reduced by taking it with high-fat meals. | Take with or without food. Take consistently at the same time in regard to meals.
DB09027,Ledipasvir,1,0,0,0,1,Avoid St. John's Wort. This herb induces PGP and may reduce the serum concentration of ledipasvir. | Take separate from antacids. Take at least 4 hours before or after antacids. | Take with or without food.
DB09030,Vorapaxar,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. This herb induces the CYP3A metabolism of vorapaxar and may reduce its serum concentration. | Exercise caution with grapefruit products. Coadministration of vorapaxar with moderate CYP3A4 inhibitors does not require intervention, but coadministration with strong inhibitors should be avoided. | Take with or without food."
DB09047,Finafloxacin,1,0,0,0,0,
DB09075,Edoxaban,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take with or without food."
DB09093,Chlortetracycline,1,0,0,0,0,
DB09101,Elvitegravir,1,0,0,0,1,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness. | Take separate from antacids. Take at least 2 hours before or after antacids. | Take with food."
DB09118,Stiripentol,1,0,0,0,1,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol. | Avoid milk and dairy products. These products may interfere with the absorption of stiripentol. | Limit caffeine intake. Stiripentol may attenuate CYP1A2-mediated metabolism of caffeine. | Take with a full glass of water. Oral capsules should be swallowed whole with a glass of water during a meal and oral suspension should be mixed in a glass of water and should be taken immediately after mixing during a meal. | Take with food. Stiripentol degrades rapidly in an acidic environment.
DB09125,Potassium citrate,0,0,0,1,0,Take with food. Take potassium citrate within 30 minutes of eating to limit gastrointestinal irritation.
DB09129,Chromic chloride,1,0,0,0,0,Administer vitamin supplements. Niacin (from food or supplements) may increase the absorption of chromium. | Take with foods containing vitamin C. Vitamin C may increase the oral absorption of chromium/chromic chloride.
DB09185,Viloxazine,0,0,1,0,0,"Take with or without food. A high-fat meal decreases drug Cmax and AUC and delays Tmax, but not to a clinically significant extent."
DB09235,Efonidipine,0,0,0,1,0,
DB09241,Methylene blue,0,0,1,0,0,
DB09243,Hydracarbazine,0,0,1,0,0,
DB09244,Pirlindole,0,0,1,0,0,
DB09245,Toloxatone,0,0,1,0,0,
DB09246,Benmoxin,0,0,1,0,0,
DB09248,Mebanazine,0,0,1,0,0,
DB09249,Octamoxin,0,0,1,0,0,
DB09250,Pheniprazine,0,0,1,0,0,
DB09251,Phenoxypropazine,0,0,1,0,0,
DB09252,Pivhydrazine,0,0,1,0,0,
DB09253,Safrazine,0,0,1,0,0,
DB09254,Caroxazone,0,0,1,0,0,
DB09255,Dextran,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Dextran has antithrombotic activity, which may increase the bleeding risk if combined with antiplatelet/anticoagulant herbs. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09258,Bemiparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09259,Reviparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09260,Parnaparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09261,Certoparin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09262,Imidafenacin,0,0,0,1,0,
DB09267,Strontium ranelate,1,0,0,0,0,Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements. | Take on an empty stomach. Take strontium ranelate between meals and at least 2 hours after eating at bedtime for optimal bioavailability.
DB09275,Bismuth subcitrate potassium,0,0,0,1,0,"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting. | Take after a meal. The overall exposure to bismuth subcitrate potassium was not significantly impacted by administration with food when tested in the combination product Pylera."
DB09279,Fimasartan,0,0,0,1,0,
DB09287,Polyethylene glycol,1,0,0,0,0,"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug. | Avoid milk and dairy products. | Avoid solid foods. Consume only clear liquids from the start of drug treatment until after the colonoscopy."
DB09321,Zinc oxide,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB09322,Zinc sulfate,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB09325,Sodium fluoride,1,0,0,0,1,Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.
DB09397,Technetium Tc-99m sulfur colloid,1,0,0,0,0,"Take with food. For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose."
DB09407,Magnesium chloride,1,0,0,0,0,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB09413,Monopotassium phosphate,1,0,0,0,1,"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos. | Take with a full glass of water. Dissolve K-Phos tablets in water then ingest. | Take with food. Take K-Phos tablets at bedtime and with meals."
DB09460,Sodium carbonate,0,0,0,0,1,
DB11095,Desirudin,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11098,Potassium bicarbonate,0,0,0,1,0,"Avoid potassium-containing products. Excess potassium intake may cause hyperkalemia. Avoid salt substitutes like potassium chloride (KCl). | Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water). | Take with food."
DB11110,Magnesium citrate,1,0,0,0,0,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB11136,Chromium,1,0,0,0,0,Administer vitamin supplements. Niacin (from food or supplements) may increase the absorption of chromium. | Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.
DB11154,Zinc citrate,1,0,0,0,0,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus. | Do not take with bran and high fiber foods. For optimal absorption, take zinc citrate at least 2 hours before or after eating high-fiber foods. | Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset."
DB11166,Antithrombin Alfa,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11189,Magnesium glycinate,1,0,0,0,0,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
