pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
24007270,2013,nitric oxide,drug,Barberry extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,nitric oxide,drug,berberine chloride,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,nitric oxide,drug,barberry crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,nitric oxide,drug,barberry ethanolic extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,Berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,berberine,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,berberis crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,Barberry extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,berberine chloride,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,barberry crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,NO,drug,barberry ethanolic extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,Berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,berberine,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,berberis crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,Barberry extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,berberine chloride,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,barberry crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,AChE,drug,barberry ethanolic extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,Berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,berberis vulgaris,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,berberine,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,berberis crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,Barberry extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,berberine chloride,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,barberry crude extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
24007270,2013,acetylcholinesterase,drug,barberry ethanolic extract,food,,,"Barberry extract showed potent antioxidative capacity through decreasing TBARS, NO and the oxidation of DPPH that associated with GPx and SOD hyperactivation.",in-vitro,positive,,,α-glucosidase; thiobarbituric acid reactive species; DPPH; superoxide dismutase; diphenyle-α-picrylhydrazyl; glutathione peroxidase; SOD; TBARS; GPx; α-gulcosidase
29775894,2018,DOX,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,DOX,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,carboplatin,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,carboplatin,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,doxorubicin,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,doxorubicin,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,CARB,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,CARB,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,MET,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,MET,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,methotrexate,drug,Propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
29775894,2018,methotrexate,drug,propolis,food,,,"The combination of propolis with the lowest concentrations of CARB led to better results comparing to CARB alone, which was not observed using DOX and MET.",in-vitro,positive,,,
26310874,2015,5-Fluorouracil,drug,Resveratrol,food,,,esveratrol blocked the proliferation of all four CRC cell lines and synergized the invasion inhibitory effects of 5-FU.,in-vitro,positive,,,claudin-2; MMP-9; E-cadherin; NF-κB; caspase-3
26310874,2015,5-Fluorouracil,drug,resveratrol,food,,,esveratrol blocked the proliferation of all four CRC cell lines and synergized the invasion inhibitory effects of 5-FU.,in-vitro,positive,,,claudin-2; MMP-9; E-cadherin; NF-κB; caspase-3
26310874,2015,5-FU,drug,Resveratrol,food,,,esveratrol blocked the proliferation of all four CRC cell lines and synergized the invasion inhibitory effects of 5-FU.,in-vitro,positive,,,claudin-2; MMP-9; E-cadherin; NF-κB; caspase-3
26310874,2015,5-FU,drug,resveratrol,food,,,esveratrol blocked the proliferation of all four CRC cell lines and synergized the invasion inhibitory effects of 5-FU.,in-vitro,positive,,,claudin-2; MMP-9; E-cadherin; NF-κB; caspase-3
23373097,2012,indinavir,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,indinavir,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,indinavir,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,calcium channel blockers,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,calcium channel blockers,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,calcium channel blockers,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,statins,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,statins,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,statins,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,carbamazepine,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,carbamazepine,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,carbamazepine,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,immunosuppressant,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,immunosuppressant,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,immunosuppressant,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,benzodiazepines,drug,grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,benzodiazepines,drug,grapefruit,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
23373097,2012,benzodiazepines,drug,Grapefruit juice,food,,,"Grapefruit juice inhibits CYP3A4, the cytochrome P450 isoenzyme most often involved in drug metabolism.",others,positive,CYP3A4; cytochrome P450,,
1729759,1992,mercury,drug,zinc,food,,,"Following zinc pretreatment, the renal accumulation of injected inorganic mercury increased in both NPX and SO rats treated with the three doses of inorganic mercury, but the increase was significantly greater in the NPX rats.",animal in-vivo,positive,,,
1729759,1992,mercury,drug,Zinc,food,,,"Following zinc pretreatment, the renal accumulation of injected inorganic mercury increased in both NPX and SO rats treated with the three doses of inorganic mercury, but the increase was significantly greater in the NPX rats.",animal in-vivo,positive,,,
25079983,2014,epicatechin,drug,Cocoa powder,food,,,"Cocoa powder had a similar effect, and the mechanism involved is not thought to depend on tight junctions.",animal in-vivo,positive,,,
25079983,2014,EC,drug,Cocoa powder,food,,,"Cocoa powder had a similar effect, and the mechanism involved is not thought to depend on tight junctions.",animal in-vivo,positive,,,
25079983,2014,TB,drug,Cocoa powder,food,,,"Cocoa powder had a similar effect, and the mechanism involved is not thought to depend on tight junctions.",animal in-vivo,positive,,,
25079983,2014,theobromine,drug,Cocoa powder,food,,,"Cocoa powder had a similar effect, and the mechanism involved is not thought to depend on tight junctions.",animal in-vivo,positive,,,
22264205,2013,cyclophosphamide,drug,Foeniculum vulgare (fennel) essential oil,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,cyclophosphamide,drug,FEO,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,cyclophosphamide,drug,Foeniculum vulgare,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,cyclophosphamide,drug,fennel,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,CP,drug,Foeniculum vulgare (fennel) essential oil,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,CP,drug,FEO,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,CP,drug,Foeniculum vulgare,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22264205,2013,CP,drug,fennel,food,,,"Pretreatments with FEO significantly inhibited the frequencies of aberrant metaphases, CAs, micronuclei formation, and cytotoxicity in mouse bone marrow cells induced by CP and also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver.",animal in-vivo,positive,SOD; superoxide dismutase,,catalase; CAT
22403867,2011,leukotriene,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,leukotriene,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,leukotriene,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,acetic acid,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,acetic acid,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,acetic acid,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,aspirin,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,aspirin,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,aspirin,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,PGE2,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,PGE2,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,PGE2,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,bradykinin,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,bradykinin,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,bradykinin,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,histamine,drug,The oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,histamine,drug,the oil,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
22403867,2011,histamine,drug,L. usitatissimum,food,,,"The oil also inhibited arachidonic acid-induced inflammation, suggesting its capacity to inhibit both cyclooxygenase and lipoxygenase pathways of arachidonate metabolism.",animal in-vivo,positive,cyclooxygenase; lipoxygenase,,
19881294,2009,nitric oxide,drug,Resveratrol,food,,,"During an incubation period of 10 min, resveratrol at low concentrations (<20 microM) had no effect on NO production, whereas it significantly increased NO production at high concentrations (>50 microM).",in-vitro,positive,,,vascular endothelial growth factor; VEGF; endothelial NO synthase; eNOS
19881294,2009,nitric oxide,drug,resveratrol,food,,,"During an incubation period of 10 min, resveratrol at low concentrations (<20 microM) had no effect on NO production, whereas it significantly increased NO production at high concentrations (>50 microM).",in-vitro,positive,,,vascular endothelial growth factor; VEGF; endothelial NO synthase; eNOS
19881294,2009,NO,drug,Resveratrol,food,,,"During an incubation period of 10 min, resveratrol at low concentrations (<20 microM) had no effect on NO production, whereas it significantly increased NO production at high concentrations (>50 microM).",in-vitro,positive,,,vascular endothelial growth factor; VEGF; endothelial NO synthase; eNOS
19881294,2009,NO,drug,resveratrol,food,,,"During an incubation period of 10 min, resveratrol at low concentrations (<20 microM) had no effect on NO production, whereas it significantly increased NO production at high concentrations (>50 microM).",in-vitro,positive,,,vascular endothelial growth factor; VEGF; endothelial NO synthase; eNOS
31475590,2020,5-fluorouracil,drug,Thyme,food,,,"Interestingly, the TE-pretreated rats administered with 5-FLU had reduced enzyme activities compared with untreated 5-FLU rats.",animal in-vivo,positive,,,
31475590,2020,5-FLU,drug,Thyme,food,,,"Interestingly, the TE-pretreated rats administered with 5-FLU had reduced enzyme activities compared with untreated 5-FLU rats.",animal in-vivo,positive,,,
24875446,2014,testosterone,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,testosterone,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
